OBJECTID,Address,Property_Type,Property_Uses,Site_EUI,GHG_Intensity,ShapeSTArea,ShapeSTLength,Reported,Property_Name,Gross_Sq_Ft,EnergyStar_Score,EnergyStar_Certified,Year_Built,GHG_Emissions,Site_Energy_Use,Water_Intensity,OnSite_Solar,Owner_Submitted_Link,ZIP,Tax_Parcel,Pct_Electricity,Pct_Gas,Pct_Steam,Owner_Submitted_Info,Years_Reported
354,300 A Street,Office,Office,66.4,4.8,23969.1140136719,861.791956956087,Yes,300 A Street,125688,95,,1904,607.6,8350471.2,3.05041054,,,02210,0601166060,0.45035082,0.54964924,,,"2014, 2015, 2016"
355,287 Columbus Ave,Office,Office,77.6,6.4,8525.0927734375,369.799610166384,Yes,City Year,64540,78,"2015, 2014",1930,411.8,5007294,10.46017973,,,02116,0400549000,0.66766187,0.33233811,,The person count for the building was increased in 2014. ,"2014, 2015, 2016"
356,,,,,,87073.4294433594,1735.48518419541,No,    WALK HILL ST,,,,,,,,,,02124,,,,,,"2014, 2015"
357,30 Federal Street,Office,Office,55.4,4.7,6696.66772460938,329.111658490465,Yes,30 Federal Street,50000,82,,1929,235.1,2767727.1,6.738,,,02110,0304671000,0.72958601,0.27041404,,,"2014, 2015, 2016"
358,101 Merrimac Street,Office,"Office, Parking",72.6,6.6,18535.8544921875,535.645925232823,Yes,101 Merrimac Street,153905,75,,1990,1010.9,11174814.7,18.56015074,,,02114,Not Available,0.85595172,0.14404825,,,"2014, 2015, 2016"
359,133 Federal St,Office,"Office, Restaurant",141.7,11.3,10166.6193847656,393.013839068185,Yes,BE Realty,127689,34,,1960,1438,18096424.5,12.79201811,,,02110,Not Available,0.43043399,,57%,,"2014, 2015, 2016"
360,12-44 Thomson Place,Financial Office,"Financial Office, Office",99,9.1,14054.9462890625,532.320983116502,Yes,Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,184479,48,,1900,1673.4,18272281.9,1.9996856,,,02210,0602654010,0.88168421,0.11831582,,,"2015, 2016"
361,266 Summer Street,Office,"Office, Other",33.5,2.9,6465.48852539062,326.864156261353,Yes,266 Summer Street,55906,96,,1899,163.2,1873660.5,10.70189246,,,02210,0602701000,0.77900259,0.22099745,,,"2014, 2015, 2016"
362,2 Atlantic Avenue,Office,"Office, Parking",147.4,7.77393988,21174.365234375,1007.05656682158,Yes,2 Atlantic,68035,28,,1998,769.9,10026137.7,20.98478724,,,02110,0303030010,0.54252573,0.45747429,,"During 2014:  Construction renovation project on 3rd floor (about 18% of Building rsf) completed around July 2014. Mechanical system upgrade on 3rd floor completed around January 2015. Glycol system flush out occurred during November/December 2014.

Durin","2014, 2015, 2016"
363,31 Milk Street,Office,Office,100.6,7.4,9979.21240234375,419.292291320289,Yes,31 Milk Street,94901,59,,1923,701,9543293.6,9.4308806,,,02109,0304642004,0.46608567,0.53391436,,,"2014, 2015, 2016"
364,920 Centre St,Other - Lodging/Residential,"Other - Lodging/Residential, Parking",55.6,4.1,14487.5375976562,857.462427583539,Yes,Franciscan Monastery of St Clare,60000,,,1906,246.9,3337610.2,7.21833333,,,02130,Not Available,0.09973639,0.11783878,,,"2014, 2015, 2016"
365,375 Longwood Avenue,Office,"Office, Pre-school/Daycare, Restaurant, Retail Store",129,10.4,49217.5466308594,968.124241157137,Yes,The MASCO Building,83307,,,1992,869,10742680.6,22.0341628,,,02115,01996100,0.636729,0.36327092,,,"2014, 2015, 2016"
366,10 Channel Center Street,Office,Office,60.5,5.9,42396.1691894531,1120.77768003014,Yes,10/20 Channel Center,248760,83,,1920,1457,15059804,18.19504744,,,02210,0602757030 0602757045,0.99999998,,,,"2014, 2015, 2016"
367,135 William T. Morrissey Blvd.,Other,"Other, Parking",91.1,8.7,331977.057617188,3600.27887875721,Yes,The Boston Globe,710000,,,1958,6189.8,64651689.1,20.68478873,,,02205,1302364050,0.97696386,0.02303611,,,"2014, 2015, 2016"
368,45 Milk Street,Office,Office,52.6,4.1,8213.8056640625,368.059813692467,Yes,45 Milk Street,76448,97,,1893,310.5,4024463.2,9.78181247,,,02210,0304662000,0.55097119,0.44902881,,,"2014, 2015, 2016"
369,21 Chandler St,Office,"Office, Parking",74.8,5.7,18883.0852050781,642.805350172294,Yes,"Community Development, Inc. (aka 95 Berkeley)",102279,89,,1899,587.4,7645915.2,7.59002337,,,02116,0500706000,0.5433021,0.45669776,,,"2014, 2015, 2016"
370,711 Atlantic Avenue,Office,Office,79.6,6.3,14365.1005859375,477.952394835995,Yes,711 Atlantic Avenue,91464,78,,1898,577.3,7277910.9,9.88148343,,,02111,04309-000,0.60056201,0.39943813,,,"2014, 2015, 2016"
371,201-207 South Street,Office,Office,110.7,7.4,7151.666015625,420.766788352223,Yes,201-207 South Street,62487,64,,1909,464.8,6919893.4,16.23857762,,,02111,05348-000,0.32194693,0.67805307,,,"2014, 2015, 2016"
372,600 Commercial St.,Parking,Parking,4.2,0.4,69027.5134277344,1056.36746810059,Yes,North End Garage,206277,,,1925,83.5,863429.7,0.14204201,,,02109-1015,0301937000,1.00000012,,,,"2014, 2015, 2016"
373,,,,,,14670.6323242188,588.654627785881,No,1505 COMMONWEALTH AV,,,,,,,,,,02135,,,,,,2014
374,474 Brookline Avenue,Energy/Power Station,Energy/Power Station,103.4,7.5,66569.6413574219,1126.34515300845,Yes,Medical Area Total Energy Plant,259500,,,1980,1940.9,26819999.3,3.48786127,,,02215,0401930000,0.23310958,,69%,"MATEP generates steam, chilled water and electricity from the on-site combustion of natural gas and fuel oil for distribution to customers and to supply the MATEP building with steam for space heating, chilled water for space cooling, and electricity for ","2014, 2015, 2016"
375,51 Melcher Street,Office,Office,56.2,4.9,12087.0048828125,498.980760638559,Yes,51 Melcher,99000,87,,1915,488.5,5562604.6,5.87070707,,,02210,0601166040,0.79548249,0.2045175,,,"2014, 2015, 2016"
376,,,,,,10739.9543457031,535.86120051013,No,319 - 321 A ST,,,,,,,,,,02127,,,,,,2014
377,135 South Huntington Avenue,Senior Care Community,"Parking, Senior Care Community",120.1,8.4,20517.2292480469,931.17461754417,Yes,Sherrill House,117770,72,,1970,987.4,14139110.5,39.80810053,,,02130,1001629000,0.38322766,0.61677236,,,"2014, 2015, 2016"
378,44 School Street,Office,Office,26.6,2.6,4574.23876953125,313.950725751419,Yes,44 School Street LLC,58921,100,,1924,151.3,1564367.9,12.85110572,,,02026,0304704000,0.99999999,,,,"2014, 2015, 2016"
379,,,,,,87077.001953125,1278.96657685397,No,70 S BAY AV,,,,,,,,,,02118,,,,,,"2014, 2015"
380,138 St. James Ave.,Hotel,Hotel,143.6,10.2,40563.7729492188,1608.71203284265,Yes,Fairmont Copley Plaza Boston,334522,23,,1985,3413.1,48041917.8,55.05437609,,,02116,0401087000,0.41095658,0.58904344,,,"2014, 2015, 2016"
381,275 Washington St,Parking,"Other, Parking",322,29.2,25252.4833984375,855.309334274754,Yes,Pi Alley Garage,23000,,,1970,670.8,7406183,47.32608696,,,02108,0302875000,0.85857177,0.14142825,,,"2014, 2015, 2016"
382,4 Alger Street,Other - Services,Other - Services,85.7,6.4,93075.9067382812,1544.7498379927,Yes,Alger Street Realty LLC,98882,,,1947,632.4,8472959,1.59887543,,,02127,0700027000,0.49316706,0.50683291,,,"2014, 2015, 2016"
383,150 Harrison Avenue,Laboratory,Laboratory,387.3,30.5,10709.9836425781,466.970126340917,Yes,Jaharis Family Center for  Biological and Nutrition Sciences,179423,,,2002,5469.7,69496031.3,62.4429421,,,02111,0305104000,0.40540591,0.0001281,59%,,"2014, 2015, 2016"
384,6 Beacon Street,Office,Office,37.5,3.2,9659.470703125,506.319377155678,Yes,"Six Beacon Street, LLC",90000,97,,1900,286.7,3374264.3,15.13444444,,,02108,0304695000,0.72983577,0.27016425,,,"2014, 2015, 2016"
385,400 The Fenway,Residence Hall/Dormitory,Residence Hall/Dormitory,78.4,5.6,17591.5744628906,615.326505753297,Yes,Julie Hall,53826,71,,1958,299.2,4217759.7,38.73035336,,,02115,0401862030,0.40854257,0.59145743,,"Julie Hall get electricity from MATEP rather than NSTAR.

Between October 2014 and January 2015, we upgraded 144 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 50,000 kWh in this building.

http://www.e","2014, 2015, 2016"
386,410 The Fenway,Residence Hall/Dormitory,Residence Hall/Dormitory,65,4.3,11481.7749023438,550.974830480542,Yes,St. Ann Hall,49803,82,,1962,214.6,3238769.7,26.52450656,,,02115,0401847000,0.30096191,0.69903808,,"In August 2014, we replaced an aging boiler with a high-efficiency condensing boiler.

Between October 2014 and January 2015, we upgraded 215 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 73,000 kWh in","2014, 2015, 2016"
387,398 The Fenway,Library,Library,100.6,7.1,19180.9353027344,721.597274319774,Yes,Cardinal Cushing Library,51782,,,1964,368.2,5208366.8,14.23660732,,,02115,0401847000,0.40297494,0.59702504,,"Main reading room, computer lab, classrooms, faculty and staff office spaces.

Between October 2014 and January 2015, we upgraded 486 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 90,000 kWh in this bu","2014, 2015, 2016"
388,420 The Fenway,Residence Hall/Dormitory,Residence Hall/Dormitory,72.3,4.6,14344.75,681.979129744579,Yes,Loretto Hall,57190,81,,1964,263.9,4135486,31.18901906,,,02115,0401847000,0.24498334,0.75501666,,"Between October 2014 and January 2015, we upgraded 267 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 85,000 kWh in this building.

http://www.emmanuel.edu/discover-emmanuel/campus/sustainability/campus","2014, 2015, 2016"
389,430 The Fenway,Residence Hall/Dormitory,Residence Hall/Dormitory,44.8,3.2,17083.3337402344,747.743455847575,Yes,St. Joseph Hall,94450,90,,1966,301.7,4232422.4,38.2922181,,,02115,0401847000,0.41663102,0.58336902,,"Between October 2014 and January 2015, we upgraded 394 lighting fixtures to the latest LED technology. We expect to see an annual savings of approximately 135,000 kWh in this building.

http://www.emmanuel.edu/discover-emmanuel/campus/sustainability/campu","2014, 2015, 2016"
390,175 Cambridge St.,Medical Office,Medical Office,86.1,5.40059345,1398.64697265625,158.402102712482,Yes,PHS-MGH-CRP 175,90472,33,,2004,488.60249032,7786934.7,8.96299408,,,02114,0300660020,0.99999999,0,0%,,"2014, 2015, 2016"
391,75 Thirteenth St.,Laboratory,Laboratory,351.6,20.40873546,68303.3818359375,1187.44625174648,Yes,PHS-MGH-CNY 75,51880,,,1848,1058.80519585,18243181.7,35.07517348,,,02129,0203510155,0.51143394,0.48856607,0%,,"2014, 2015, 2016"
392,2500 Washington Street,Distribution Center,Distribution Center,17.6,0.9,40859.9865722656,1068.37635325407,Yes,Arthur J. Hurley Co.,50000,94,,1967,46.7,879717.3,2.894,63.7,,02119,01247-000,0.00024706,0.99975301,,,"2014, 2015, 2016"
393,1163 Columbia Rd,Other - Recreation,Other - Recreation,185.4,11.7,58557.9965820312,2595.12879070089,Municipal,Curley Community Center,47520,,,2000,555.2,8810013.6,,,,02127,Not Available,0.22692515,0.77307485,,,2016
394,20 S St,Other - Recreation,Other - Recreation,107.3,6.8,11163.3173828125,466.276713652613,Municipal,Curtis Hall Community Center,37995,,,2000,256.6,4075048.1,,,,02130,Not Available,0.22580056,0.77419945,,,2016
395,5279 Washington St,Other - Recreation,Other - Recreation,254.1,16.3,10019.8455810547,495.409555039205,Municipal,Draper Pool,12780,,,2000,208.1,3247569.2,,,,02132,Not Available,0.25156332,0.7484367,,,2016
396,160 Florence St,Other - Recreation,Other - Recreation,338.9,22.3,12629.3078613281,545.132587569643,Municipal,Flaherty Pool,15000,,,2000,335.2,5083147.8,,,,02131,Not Available,0.29421687,0.70578315,,,2016
397,61 Woodruff Way,Other - Recreation,Other - Recreation,90.6,5.9,11618.8850097656,490.138373451556,Municipal,Gallivan Community Center,10400,,,2000,61,942004.3,,,,02126,Not Available,0.26571463,0.7342854,,,2016
398,1175 River St,Other - Recreation,Other - Recreation,22.5,2.2,10886.8823242188,557.027992804708,Municipal,Hyde Park Community Center,40000,,,2000,87.3,901859.8,,,,02136,Not Available,1,,,,2016
399,159 Norfolk Ave,Other - Recreation,Other - Recreation,249.3,16,10042.3862304688,487.942640645145,Municipal,Mason Pool,13300,,,2000,213.4,3315210.4,,,,02119,Not Available,0.25787525,0.74212478,,,2016
400,125 Brookway Rd,Other - Recreation,Other - Recreation,56.1,3.7,11768.5231933594,483.271182823724,Municipal,Menino Community Center,12000,,,2000,44.6,672901.2,,,,02131,Not Available,0.30301792,0.69698203,,,2016
401,32 North Bennet St,Other - Recreation,Other - Recreation,65.9,4,5788.1044921875,331.057289016723,Municipal,Nazzaro Community Center,28000,,,2000,113,1844832.2,,,,02113,Not Available,0.18594225,0.81405776,,,2016
402,2 Dearborn St,Other - Recreation,Other - Recreation,94,6,11241.75,496.830310038539,Municipal,Orchard Gardens Community Center,10500,,,2000,62.9,986777.8,,,,02119,Not Available,0.24370001,0.75629994,,,2016
403,112 Paris St,Other - Recreation,Other - Recreation,63.6,3.6,13828.0844726562,485.241964366447,Municipal,Paris Street Community Center,26704,,,2000,97.4,1699403,,,,02128,Not Available,0.09621205,0.90378794,,,2016
404,2730 Washington St,Other - Recreation,Other - Recreation,157.4,10.4,23049.4069824219,767.370008395706,Municipal,Shelburne Community Center,25292,,,2000,262.3,3981639.2,,,,02119,Not Available,0.29272848,0.70727152,,,2016
405,68 Annunciation Rd,Other - Recreation,Other - Recreation,7.2,0.7,11238.7983398438,459.609660441582,Municipal,Thomas Johnson Community Center,39600,,,2000,27.4,283196,,,,02120,Not Available,1,0,,,2016
406,1481 Tremont St,Other - Recreation,Other - Recreation,97.6,6.4,23380.7641601562,955.371037450449,Municipal,Tobin Community Center,50000,,,2000,320.6,4879399.7,,,,02120,Not Available,0.28835506,0.71164494,,,2016
407,339 Dudley St,Other - Recreation,Other - Recreation,83.2,5.4,7472.1376953125,356.243248550692,Municipal,Vine Street Community Center,25000,,,2000,136.1,2080291.1,,,,02119,Not Available,0.28197546,0.71802454,,,2016
408,700 East Fourth St,Fire Station,Fire Station,100.7,6.3,4702.24877929688,288.756282120702,Municipal,Engine 02,14040,,,2000,89.1,1413289.1,,,,02127,Not Available,0.22768812,0.77231192,,,2016
409,618 Harrison Ave,Fire Station,Fire Station,131.7,8.3,3113.578125,241.62525230703,Municipal,Engine 03,6000,,,2000,49.7,790276.6,,,,02111,Not Available,0.22318327,0.77681668,,,2016
410,200 Cambridge St,Fire Station,Fire Station,84.6,5.5,5518.92578125,306.693750271952,Municipal,Engine 04,18150,,,2000,99.1,1534770.1,,,,02129,Not Available,0.26197414,0.73802583,,,2016
411,360 Saratoga St,Fire Station,Fire Station,125.9,7.8,3835.43603515625,260.914952556049,Municipal,Engine 05,10080,,,2000,79.1,1268617.6,,,,02128,Not Available,0.21166156,0.78833844,,,2016
412,200 Columbus Ave,Fire Station,Fire Station,108.4,10.3,6642.2197265625,355.608285589114,Municipal,Engine 07,11376,,,2000,117.3,1233584.2,,,,02116,Not Available,0.96165642,0.03834355,,,2016
413,392 Hanover St,Fire Station,Fire Station,172.5,10.5,3857.58569335938,306.92663519273,Municipal,Engine 08,9926,,,2000,104.1,1712465.5,,,,02109,Not Available,0.1755746,0.82442538,,,2016
414,239 Sumner St,Fire Station,Fire Station,120.9,8,7284.7958984375,380.351183707756,Municipal,Engine 09,18836,,,2000,151,2276643,,,,02128,Not Available,0.30309666,0.69690334,,,2016
415,174 Dudley St,Fire Station,Fire Station,134.8,9.1,5372.98828125,293.29622489737,Municipal,Engine 14,13200,,,2000,120.8,1779567.4,,,,02119,Not Available,0.33798515,0.66201483,,,2016
416,9 Gallivan Boulevard,Fire Station,Fire Station,47.4,3.3,9209.59301757812,415.214459276812,Municipal,Engine 16,18060,,,2000,59.1,856775.7,,,,02124,Not Available,0.36494462,0.63505537,,,2016
417,7 Parish St,Fire Station,Fire Station,136.8,8.4,3762.05053710938,259.625389438306,Municipal,Engine 17,10008,,,2000,84.4,1369478.2,,,,02122,Not Available,0.19546001,0.80454,,,2016
418,1884 Dorchester Ave,Fire Station,Fire Station,63.3,4.4,3286.65673828125,241.569287076588,Municipal,Engine 18,10800,,,2000,47.5,683109.9,,,,02124,Not Available,0.2899134,0.53344274,,,2016
419,301 Neponset Ave,Fire Station,Fire Station,97,6,8519.99462890625,425.541339472933,Municipal,Engine 20,12000,,,2000,71.7,1164356.8,,,,02122,Not Available,0.19457678,0.80542318,,,2016
420,641 Columbia Rd,Fire Station,Fire Station,84.2,5,3417.42944335938,259.4196143199,Municipal,Engine 21,12000,,,2000,60,1010300,,,,02125,Not Available,0.14381869,0.85618135,,,2016
421,700 Tremont St,Fire Station,Fire Station,41,3.4,10554.1674804688,459.798475754252,Municipal,Engine 22,10500,,,2000,35.7,430622.6,,,,02118,Not Available,0.68046257,0.31953736,,,2016
422,36 Washington St,Fire Station,Fire Station,114.3,7.4,4362.99926757812,310.541128694564,Municipal,Engine 24,12600,,,2000,92.7,1440722,,,,02121,Not Available,0.25655328,0.74344668,,,2016
423,746 Centre St,Fire Station,Fire Station,87.6,6,7800.91333007812,436.898819448862,Municipal,Engine 28,13424,,,2000,80.2,1176056.3,,,,02119,Not Available,0.34628982,0.65371021,,,2016
424,138 Chestnut Hill Ave,Fire Station,Fire Station,135.7,8.4,3905.51171875,301.008010914213,Municipal,Engine 29,11292,,,2000,94.9,1532421.4,,,,02135,Not Available,0.20165565,0.79834437,,,2016
425,1940 Centre St,Fire Station,Fire Station,115.2,7.5,4645.47717285156,301.002721914512,Municipal,Engine 30,9600,,,2000,72,1105498.4,,,,02132,Not Available,0.27562086,0.72437914,,,2016
426,525 Main St,Fire Station,Fire Station,137.7,9,6613.1689453125,362.260882587149,Municipal,Engine 32,10914,,,2000,98.3,1502679.9,,,,02129,Not Available,0.28228223,0.71771774,,,2016
427,941 Boylston St,Fire Station,Fire Station,126.3,9.8,4132.65454101562,279.916287326786,Municipal,Engine 33,11580,,,2000,113.5,1462941.3,,,,02115,Not Available,0.2625223,0.11907518,,,2016
428,560 Huntington Ave,Fire Station,Fire Station,106.5,6.4,4022.37060546875,269.372691163787,Municipal,Engine 37,15824,,,2000,101.7,1684757.2,,,,02115,Not Available,0.16563648,0.83436353,,,2016
429,272 D Street,Fire Station,Fire Station,97.8,6.5,8436.69799804688,393.802225851625,Municipal,Engine 39,15640,,,2000,101.7,1529045.3,,,,02127,Not Available,0.30669155,0.69330843,,,2016
430,1870 Columbus Ave,Fire Station,Fire Station,115.5,7.4,11116.8073730469,466.785782625495,Yes,Engine 42,10384,,,2000,77,1199568.8,,,,02119,Not Available,0.25389854,0.74610143,,,2016
431,209 Neponset Valley Parkway,Fire Station,Fire Station,80.5,5.3,2904.19409179688,225.684893670314,Municipal,Engine 49,6750,,,2000,35.6,543171,,,,02122,Not Available,0.28567603,0.71432391,,,2016
432,34 Winthrop St,Fire Station,Fire Station,65,4.2,2413.63134765625,213.26645401782,Municipal,Engine 50,12000,,,2000,51,779994.2,,,,02129,Not Available,0.28012291,0.71987714,,,2016
433,425 Faneuil St,Fire Station,Fire Station,121.9,7.6,3926.12939453125,284.186304867377,Municipal,Engine 51,8550,,,2000,64.6,1042153.4,,,,02135,Not Available,0.20338027,0.79661974,,,2016
434,975 Blue Hill Ave,Fire Station,Fire Station,230.8,14.8,5816.70825195312,323.758856068705,Municipal,Engine 52,7760,,,2000,115,1790751.4,,,,02124,Not Available,0.25394444,0.74605554,,,2016
435,945 Canterbury St,Fire Station,Fire Station,90.2,5.9,9805.12133789062,434.717106847724,Municipal,Engine 53,18644,,,2000,109.3,1681772.6,,,,02131,Not Available,0.2726723,0.72732772,,,2016
436,1 Ashley St,Fire Station,Fire Station,156.8,9.6,4025.03564453125,292.226051324234,Municipal,Engine 56,6844,,,2000,65.9,1073128.2,,,,02128,Not Available,0.18975194,0.81024804,,,2016
437,59 Fenway,Fire Station,Fire Station,274.5,20,9039.46411132812,444.088976231645,Municipal,Fire Alarm,13040,,,2000,260.3,3579880.3,,,,02115,Not Available,0.44925533,0.55074467,,,2016
438,50 Battery St,Fire Station,Fire Station,267.6,25.9,24867.8334960938,1118.61195108065,Municipal,Marine Unit,2000,,,2000,51.8,535274.6,,,,02109,Not Available,0.99999993,,,,2016
439,Long Island Road,Fire Station,Fire Station,0.4,0,6713.26171875,424.48265824713,Yes,Nike Bldg 4,1500,,,2000,0.1,607.3,,,,02169,Not Available,1.00005928,,,,2016
440,302 Northern Ave,Fire Station,Fire Station,18.7,1.8,3288.86669921875,304.17082069039,Municipal,Storage,5000,,,2000,9,93502.4,,,,02210,Not Available,1.00000051,,,,2016
441,440 Park Dr,Other,Other,58.2,3.8,4993.9658203125,404.835234615324,Municipal,Back Bay Maitenence,10822,,,2000,40.7,629699.3,,,,02215,Not Available,0.26536362,0.73463636,,,2016
442,Boylston  /  Tremont St,Other,Other,2.3,0.2,1066.68359375,154.738900605079,Municipal,Deer Park,24000,,,2000,5.4,55489.4,,,,02120,Not Available,0.99999921,,,,2016
443,143 Porter St,Other,Other,8.9,0.8,20829.3059082031,740.673206415565,Municipal,East Boston Stadium,112500,,,2000,93.7,1000981.3,,,,02128,Not Available,0.86048089,,,,2016
444,Parkdrath St Fld,Other,Other,298.7,28.9,1088.01513671875,136.917167838645,Municipal,Fens Stadium,1000,,,2000,28.9,298724,,,,02215,Not Available,1.00000004,,,,2016
445,69 Paris St,Police Station,Police Station,149.2,10.2,13256.2573242188,571.537881262786,Municipal,A-07 Station,16194,,,2000,164.9,2416514.2,,,,02128,Not Available,0.34666225,0.65333776,,,2016
446,20 Vine St,Police Station,Police Station,87.4,6.9,9917.23461914062,486.145530270107,Municipal,A-15 Station,20000,,,2000,138.3,1747053.1,,,,02129,Not Available,0.59715021,0.4028498,,,2016
447,85 Williams Ave,Police Station,Police Station,43.3,3.4,18505.4460449219,839.742262131076,Municipal,Academy Training,59500,,,2000,204.2,2575807.5,,,,02136,Not Available,0.22430278,,,,2016
448,1960 Washington St,Police Station,Police Station,56.6,4.2,5991.63647460938,320.773785480806,Municipal,Anti Corruption,4200,,,2000,17.5,237732.8,,,,02118,Not Available,0.46999305,0.53000679,,,2016
449,40 Gibson St,Police Station,Police Station,171.7,12.5,10966.7001953125,601.964113218818,Municipal,C-11 Station,15339,,,2000,191.5,2633113.8,,,,02122,Not Available,0.44958705,0.55041295,,,2016
450,1555 Hyde Park Ave,Police Station,Police Station,118.9,7.7,63752.5458984375,1648.1389824126,Municipal,Central Supply,31000,,,2000,238.6,3686822.3,,,,02136,Not Available,0.26589895,0.73410106,,,2016
451,301 Washington St,Police Station,Police Station,158.5,10.7,8678.64184570312,492.167168589418,Municipal,D-14 Station,13858,,,2000,147.8,2197144.5,,,,02201,Not Available,0.32462338,0.67537661,,,2016
452,1708 Centrer St,Police Station,Police Station,222.8,15,8149.54614257812,439.863702530234,Municipal,E-05 Station,14290,,,2000,214.1,3183850.9,,,,02132,Not Available,0.32355505,0.67644496,,,2016
453,1249 Hyde Park Ave,Police Station,Police Station,106.8,7,8681.68530273438,376.826243937381,Municipal,E-18 Station,23400,,,2000,164.5,2499411.4,,,,02136,Not Available,0.29115309,0.7088469,,,2016
454,Long Island Road,Police Station,Police Station,16.8,1.6,10532.6179199219,516.664525886038,Municipal,Long Island Firing Range,1000,,,2000,1.6,16787,,,,02169,Not Available,1.00000238,,,,2016
455,165 Allandale St,Police Station,Police Station,214.1,16.4,5762.82006835938,417.480431340738,Municipal,Stables,3440,,,2000,56.5,736640,,,,02120,Not Available,0.10898724,,,,2016
456,273 D St,Police Station,Police Station,,0,11037.1682128906,428.341956664576,Municipal,Station 06 (inactive),18084,,,2000,0,,,,,02127,Not Available,,,,,2016
457,249 River St,Police Station,Police Station,80.3,5,17509.3776855469,969.449705980313,Municipal,Stress Unit,3115,,,2000,15.7,249982.8,,,,02126,Not Available,0.2231465,0.77685336,,,2016
458,690 Adams St,Library,Library,75.4,4.9,7665.83251953125,369.530299322307,Yes,Adams Street Branch,7189,,,2000,35.2,542054.6,,,,02122,Not Available,0.27055316,0.72944676,,,2016
459,179 Main St,Library,Library,108.1,7.9,6228.82592773438,362.39309865117,Municipal,Charlestown Branch,15831,,,2000,125,1711202.1,,,,02129,Not Available,0.45628864,0.54371137,,,2016
460,690 Washington St,Library,Library,81.5,6.2,19273.3247070312,664.426801778353,Municipal,Codman Square Branch,20000,,,2000,123.2,1629880.3,,,,02124,Not Available,0.51573132,0.48426872,,,2016
461,433 Centre St,Library,Library,102.7,6.5,4856.71142578125,297.926588798834,Municipal,Connolly Branch,9240,,,2000,59.8,948630.3,,,,02130,Not Available,0.2284665,0.77153346,,,2016
462,700 Bolyston Street,Library,Library,121.6,9.7,103111.935058594,1975.81694100033,Municipal,Copley Branch (Johnson / McKim),500000,,,2000,4873.7,60787239.6,,,,02116,Not Available,0.45400352,,55%,,2016
463,65 Warren St,Library,Library,118.5,8,19766.2939453125,703.254959134406,Municipal,Dudley Branch,25933,,,2000,207.6,3073503,,,,02116,Not Available,0.3307311,0.66926887,,,2016
464,276 Meridian St,Library,Library,34.1,2,5208.861328125,301.216329859177,Municipal,East Boston Branch,9720,,,2000,19.7,331637.8,,,,02128,Not Available,0.14575481,0.85424525,,,2016
465,2044 Columbus Ave,Library,Library,101,6.8,6753.5576171875,339.613925115879,Municipal,Egleston Branch,6000,,,2000,40.7,606196.1,,,,02119,Not Available,0.32216647,0.67783345,,,2016
466,1520 Dorcheter Ave,Library,Library,65.5,6.3,8771.80590820312,416.076169458719,Municipal,Fields Corner Branch,8410,,,2000,53.3,550761.6,,,,02122,Not Available,1.00000005,,,,2016
467,35 Harvard Ave,Library,Library,34.8,3.4,11081.1667480469,590.117232964964,Municipal,Hyde Park Branch,30000,,,2000,100.9,1042720.8,,,,02134,Not Available,1.00000005,,,,2016
468,12 Sedgewick St,Library,Library,86.5,5.5,5784.93041992188,357.595557455904,Municipal,Jamaica Plain Branch,9252,,,2000,50.8,799843.7,,,,02130,Not Available,0.23735097,0.76264902,,,2016
469,20 City Hall Ave,Office,Office,93.6,7,2092.359375,188.180307989442,Municipal,20 City Hall Ave,9680,53,,2000,67.7,906454.4,,,,02108,Not Available,0.27157724,,73%,,2016
470,23 Richmond St,Library,Library,123.6,8.1,10437.9272460938,559.70062014654,Municipal,Lower Mills Branch,9940,,,2000,80.1,1228917.6,,,,02124,Not Available,0.27708741,0.72291261,,,2016
471,1350 Blue Hill Ave,Library,Library,166.3,11,20973.2353515625,967.049252230435,Municipal,Mattapan Branch,21000,,,2000,230.1,3492234.5,,,,02126,Not Available,0.29263068,0.70736932,,,2016
472,25 Parmenter St,Library,Library,112,7.5,8130.61987304688,362.612535365623,Municipal,North End Branch,7600,,,2000,56.8,851553.1,,,,02113,Not Available,0.31102357,0.68897638,,,2016
473,18 Barnes Ave,Library,Library,5.8,0.4,2153.72509765625,204.370445350685,Municipal,Orient Heights Branch,10000,,,2000,4.3,57512,,,,02128,Not Available,0.50618769,0.49380997,,,2016
474,1497 Tremont St,Library,Library,,0,4660.89526367188,291.374688164654,Yes,Parker Hill Branch,9136,,,2000,,,,,,02120,Not Available,,,,,2016
475,4246 Washington St,Library,Library,72.7,4.9,11211.0324707031,440.294764698867,Municipal,Roslindale Branch,13600,,,2000,67.1,988412.5,,,,02131,Not Available,0.33843408,0.66156589,,,2016
476,685 Tremont St,Library,Library,53.5,4.3,6678.39086914062,341.107757515204,Municipal,South End Branch,11342,,,2000,48.2,606404.2,,,,02118,Not Available,0.60587338,0.39412658,,,2016
477,1961 Centre St,Library,Library,60.4,4,11913.0587158203,653.717180680465,Municipal,West Roxbury Branch,23193,,,2000,92.5,1401134.3,,,,02132,Not Available,0.29514259,0.70485745,,,2016
